上級機關,機關名稱,社群平臺類型,社群名稱,社群連結網址
,行政院人事行政總處 ,Facebook,行政院人事行政總處,https://www.facebook.com/dgpaEY/
,行政院人事行政總處 ,YouTube,行政院人事行政總處,https://www.youtube.com/channel/UCe_Wd2EThMddHQXqyZdxrjQ/
,行政院大陸委員會 ,YouTube,行政院大陸委員會,https://www.youtube.com/user/iMac2tw/
,行政院大陸委員會 ,Facebook,陸委會-門打開，阮顧厝,https://www.facebook.com/macgov/
,行政院大陸委員會 ,其他,行政院大陸委員會Google+,https://plus.google.com/107440187839014613503/posts
,行政院公共工程委員會 ,YouTube,工程會Youtube,https://www.youtube.com/user/ThePccweb/
,行政院公共工程委員會 ,Facebook,行政院公共工程委員會,https://www.facebook.com/pages/行政院公共工程委員會/252458731548388/
,行政院主計總處 ,YouTube,行政院主計總處 DGBAS,https://www.youtube.com/user/dgbaswebvideo/
,行政院主計總處 ,Flickr,行政院主計總處 DGBAS,https://www.flickr.com/photos/130576302@N08/
,行政院原子能委員會 ,YouTube,行政院原子能委員會,https://www.youtube.com/user/AECROC/
,行政院原子能委員會 ,Flickr,行政院原子能委員會,https://www.flickr.com/photos/130385650@N06/
,行政院原子能委員會 ,Facebook,輻務小站,https://www.facebook.com/radiationsafety
,行政院海岸巡防署 ,YouTube,海巡署北部地區巡防局,https://www.youtube.com/channel/UCE1_LT8PexM9qNtEMp7Uplg/
,行政院海岸巡防署 ,Facebook,海巡署東部地區巡防局,https://www.facebook.com/CGA.east/
,行政院海岸巡防署 ,Facebook,雲林海巡服務區,https://www.facebook.com/yun.lin.coast.guard/
,行政院海岸巡防署 ,Facebook,金門海巡服務區,https://www.facebook.com/kinmen.cga/
,行政院海岸巡防署 ,Facebook,苗栗海巡服務區,https://www.facebook.com/MiaoLiCGA/
,行政院海岸巡防署 ,Facebook,彰化海巡服務區 顧海ㄟ好厝邊,https://www.facebook.com/ChanghuaCGA/
,行政院海岸巡防署 ,Facebook,嘉義海巡服務區,https://www.facebook.com/chiayi.coast.guard/
,行政院海岸巡防署 ,Facebook,台中海巡服務區,https://www.facebook.com/taichungcga/
,行政院海岸巡防署 ,Facebook,讓大海巡找你的夢想~~中部海海人生招募小棧,https://www.facebook.com/pages/讓大海巡找你的夢想中部海海人生招募小棧/424574087601522/
,行政院海岸巡防署 ,Facebook,中部地區海巡服務區,https://www.facebook.com/centralcoastguard/
,行政院海岸巡防署 ,YouTube,行政院海岸巡防署影音頻道,https://www.youtube.com/channel/UC45S_7Ih804GlASzroJlJAA/
,行政院海岸巡防署 ,Facebook,巡找北海英雄 I Need You,https://www.facebook.com/pages/巡找北海英雄-I-Need-You/157399854431828/
,行政院海岸巡防署 ,Facebook,海洋驛站 海洋驛站,https://www.facebook.com/CGAservicestation/
,行政院農業委員會 ,YouTube,農業委員會行政院,https://www.youtube.com/user/coavideo
,行政院農業委員會 ,Facebook,37特蒐隊,https://www.facebook.com/coamita
,行政院農業委員會 ,Facebook,農人新樂園,https://www.facebook.com/farmers.paradise
,行政院農業委員會 ,Facebook,農是為著恁,https://www.facebook.com/AgriBiz.tw
,行政院農業委員會 ,Facebook,FunClub聚樂部,https://www.facebook.com/EzgoFunClub
,行政院農業委員會 ,Facebook,產銷履歷,https://www.facebook.com/taptaiwan
,行政院農業委員會 ,Facebook,行政院農業委員會,https://www.facebook.com/coataiwan/
,行政院農業委員會 ,Flickr,37特蒐隊 Flickr,https://www.flickr.com/photos/flickercoa/
,行政院農業委員會 ,Facebook,農田水利 Follow me,https://www.facebook.com/doiefollowme/
,行政院環境保護署 ,YouTube,行政院環保署,https://www.youtube.com/user/TaiwanEpa/
,行政院環境保護署 ,Facebook,土淨水清系列活動,https://www.facebook.com/sgwepa/
,行政院環境保護署 ,Flickr,行政院環境保護署,https://www.flickr.com/photos/taiwanepa/
,行政院環境保護署 ,Blog,樂活永續好抹奇,http://taiwanepa.blogspot.tw/
,法務部,YouTube,中華民國法務部,https://www.youtube.com/user/wwwmoj/
,金融監督管理委員會 ,YouTube,金管會,https://www.youtube.com/channel/UCL39yxKnDTvz97uvs4hiYRQ/
,金融監督管理委員會 ,Facebook,金管會,https://www.facebook.com/fsc.gov.tw/
,客家委員會 ,YouTube,客家委員會HakkaBroadcasting,https://www.youtube.com/user/HakkaBroadcasting/
,客家委員會 ,Facebook,好客之家~i-Hakka!~客委會粉絲專頁,https://www.facebook.com/pages/好客之家i-Hakka客委會粉絲專頁/182051388480660/
,客家委員會 ,Facebook,客庄數位典藏,https://www.facebook.com/archives.hakka/
,客家委員會 ,Facebook,台灣客家等路大街,https://www.facebook.com/hakkamall/
,客家委員會 ,Facebook,客家桐花祭,https://www.facebook.com/tung.hakka/
,客家委員會 ,Facebook,台三線浪漫大道,https://www.facebook.com/HakkaRomanticAvenue/
,客家委員會 ,Facebook,好客ING,https://www.facebook.com/broadcasting.hakka/
,客家委員會 ,Facebook,海外客家網,https://www.facebook.com/globalihakka/
,客家委員會 ,Facebook,苗栗客家文化園區,https://www.facebook.com/hakkapark/
,客家委員會 ,Facebook,六堆客家文化園區,https://www.facebook.com/liuduihakka
,科技部 ,YouTube,科技大觀園scicircus,https://www.youtube.com/user/scicircus/
,科技部 ,Facebook,科技大觀園,https://www.facebook.com/scitechvista/
,科技部 ,Facebook,科技部,https://www.facebook.com/www.most.gov.tw/
,原住民族委員會 ,YouTube,原住民族委員會,https://www.youtube.com/channel/UCZxNhNpod0_Nf9L490dPb-g/
,原住民族委員會 ,Facebook,原住民族委員會,https://www.facebook.com/pages/原住民族委員會/754582384589549/
,財政部,Blog,財政部,http://ecolife.epa.gov.tw/blog/307000000d
,財政部,YouTube,財政部 MOF,http://www.youtube.com/user/mofweb/
,國立故宮博物院 ,YouTube,NPM 國立故宮博物院,https://www.youtube.com/user/NPMmedia/
,國立故宮博物院 ,Facebook,國立故宮博物院 National Palace Museum,https://www.facebook.com/npmgov/
,國立故宮博物院 ,Facebook,國立故宮博物院南部院區 Southern Branch of National Palace Mus,https://www.facebook.com/npmsouth
,國防部,YouTube,TheROCMND,https://www.youtube.com/user/TheROCMND/
,國防部,Facebook,國防部發言人,https://www.facebook.com/MilitarySpokesman/
,國軍退除役官兵輔導委員會 ,Facebook,國軍退除役官兵輔導委員會Facebook粉絲頁,https://www.facebook.com/vacweb1/
,國軍退除役官兵輔導委員會 ,YouTube,國軍退除役官兵輔導委員會Youtube影音頻道,https://www.youtube.com/channel/UCEe6n961KF7NFkQkl9E7Sig/
,國軍退除役官兵輔導委員會 ,Flickr,國軍退除役官兵輔導委員會Flickr相簿,https://www.flickr.com/photos/130046541@N06/
,國家通訊傳播委員會 ,YouTube, NCC 通傳會,https://www.youtube.com/channel/UCG8PKx2f2xISMz7INKePJUw/
,國家通訊傳播委員會 ,Facebook,國家通訊傳播委員會,https://www.facebook.com/ncc.gov.tw/
,國家通訊傳播委員會 ,Flickr,國家通訊傳播委員會,https://www.flickr.com/photos/138777882@N06/
,國家發展委員會 ,YouTube,eGov福爾摩沙影城,https://www.youtube.com/user/myegov/
,國家發展委員會 ,YouTube,國家發展委員會,https://www.youtube.com/user/ROCNDC/
,國家發展委員會 ,Facebook,我的貼身e管家,https://www.facebook.com/ehousekeeper/
,國家發展委員會 ,Facebook,國發會,https://www.facebook.com/ndc.gov.tw/
,教育部,YouTube,教育部YouTube影音頻道,https://www.youtube.com/user/moeccrd//
,教育部,Flickr,教育部Flickr相簿,https://www.flickr.com/photos/107094917@N06/
,教育部,Facebook,教育部電子報臉書粉絲頁,https://www.facebook.com/pages/教育部電子報/405240086317285/
,教育部,Facebook,教育e論壇,https://www.facebook.com/forum.edu.tw/
,勞動部 ,YouTube,勞動部,https://www.youtube.com/user/mcla7939/
,勞動部 ,Flickr,勞動部,https://www.flickr.com/photos/68622110@N02/
,勞動部 ,Facebook,勞動部,https://www.facebook.com/mol.labor
,勞動部 ,其他,勞動部@LINE,http://line.me/ti/p/%40yry4105u
,經濟部,YouTube,經濟部 Youtube,https://www.youtube.com/user/isnisttyu/
,經濟部,Facebook,經濟部 Facebook,https://www.facebook.com/moea.gov.tw/
,經濟部,Blog,台灣總有創意樂活新經濟,http://newone1.pixnet.net/blog/
,經濟部,其他,經濟部Line,http://line.me/ti/p/%40xat.0000194116.m7f
,僑務委員會 ,YouTube,宏觀網路電視,https://www.youtube.com/user/taiwanmactv/
,僑務委員會 ,Facebook,全球華文網,https://www.facebook.com/huayuworld/
,僑務委員會 ,Facebook,僑務委員會 OCAC,https://www.facebook.com/iocac/
,蒙藏委員會,Facebook,蒙藏文化中心(Mongolian and Tibetan Cultural Center),https://www.facebook.com/MTCenter/
,蒙藏委員會,YouTube,蒙藏委員會 Youtube,https://www.youtube.com/user/twmtac/
,蒙藏委員會,其他,蒙藏委員會Google+,https://plus.google.com/+蒙藏委員會/posts/
,衛生福利部 ,Facebook,衛生福利部,https://www.facebook.com/mohw.gov.tw/
,衛生福利部 ,Blog,衛生福利部【長照專區】,https://www.youtube.com/channel/UCaHvaC68xsKWT2itI-0utJw/
,衛生福利部 ,YouTube,中華民國衛生福利部,https://www.youtube.com/channel/UCC5aKtv0v6xADPc0UYn5jHA/videos
,衛生福利部 ,YouTube,衛生福利部【長照專區】,https://www.youtube.com/channel/UCaHvaC68xsKWT2itI-0utJw
